customer_id,ano_mes,dados_consumidos_gb,minutos_utilizados,sms_enviados,roaming_minutos,congestao_rede
9,2024-12,13.12,545,37,0,baixa
10,2023-01,51.55,341,47,0,baixa
10,2023-02,16.46,358,63,0,baixa
10,2023-03,11.5,152,41,0,baixa
10,2023-04,16.29,373,42,30,baixa
10,2023-05,7.96,369,54,0,baixa
10,2023-06,18.03,432,69,0,alta
10,2023-07,19.74,191,72,0,baixa
10,2023-08,15.89,106,37,0,media
10,2023-09,16.28,392,91,0,baixa
10,2023-10,13.16,322,0,49,media
10,2023-11,16.08,128,44,0,baixa
10,2023-12,5.51,241,35,0,baixa
10,2024-01,17.64,241,77,0,baixa
10,2024-02,15.41,431,53,0,baixa
10,2024-03,15.89,308,28,42,baixa
10,2024-04,10.73,487,7,0,baixa
10,2024-05,20.0,359,38,0,media
10,2024-06,19.14,71,34,0,baixa
10,2024-07,13.16,197,32,0,baixa
10,2024-08,14.6,186,5,0,baixa
10,2024-09,"10,04",254,0,0,baixa
10,2024-10,16.24,445,39,40,baixa
10,2024-11,14.36,377,78,0,media
10,2024-12,7.57,377,59,0,baixa
11,2023-08,13.75,459,57,0,baixa
11,2023-09,14.75,268,53,46,baixa
11,2023-10,14.71,300,69,0,baixa
11,2023-11,12.94,336,46,0,baixa
11,2023-12,12.8,222,100,0,baixa
11,2024-01,21.88,662,86,0,baixa
11,2024-02,17.12,518,48,0,baixa
11,2024-03,8.53,182,62,0,baixa
11,2024-04,8.14,602,64,0,baixa
11,2024-05,6.25,372,6,0,alta
11,2024-06,15.28,364,62,0,baixa
11,2024-07,19.73,256,75,0,media
11,2024-08,10.14,280,3,0,baixa
11,2024-09,14.3,259,74,0,media
11,2024-10,32.0,430,76,0,baixa
11,2024-11,7.67,231,53,0,baixa
11,2024-12,14.91,176,54,0,baixa
12,2023-01,5.69,88,65,49,media
12,2023-02,7.96,53,52,33,baixa
12,2023-03,4.81,89,80,0,baixa
12,2023-04,4.28,62,35,0,baixa
12,2023-05,4.6,6,55,0,baixa
12,2023-06,3.4,52,43,32,alta
12,2023-07,5.47,58,51,0,media
12,2023-08,3.21,36,57,0,media
12,2023-09,4.95,83,45,0,baixa
12,2023-10,5.89,50,76,0,baixa
12,2023-11,7.55,60,57,0,alta
12,2023-12,4.6,7,8,58,media
12,2024-01,4.14,85,35,49,baixa
12,2024-02,4.48,63,43,0,media
12,2024-03,10.64,51,80,0,baixa
12,2024-04,4.06,97,27,0,baixa
12,2024-05,3.14,34,64,0,baixa
12,2024-06,5.36,38,7,0,baixa
12,2024-07,4.08,58,38,0,baixa
12,2024-08,5.28,78,105,0,media
12,2024-09,6.66,92,25,0,media
12,2024-10,"4,54",51,81,0,baixa
12,2024-11,6.21,59,55,0,baixa
12,2024-12,1.66,78,57,0,baixa
13,2023-03,2.58,129,90,24,media
13,2023-04,3.5,64,0,0,media
13,2023-05,2.67,66,2,0,media
13,2023-06,5.4,63,52,0,baixa
13,2023-07,5.71,11,86,0,baixa
13,2023-08,5.06,50,22,41,baixa
13,2023-09,2.44,97,50,0,baixa
13,2023-10,5.33,99,66,0,baixa
13,2023-11,1.52,63,15,0,media
13,2023-12,10.89,61,50,0,alta
13,2024-01,8.71,40,0,26,baixa
13,2024-02,3.84,39,76,0,baixa
13,2024-03,0.89,40,56,0,media
13,2024-04,4.4,70,70,36,alta
13,2024-05,6.01,11,56,0,baixa
13,2024-06,3.63,74,49,9,baixa
13,2024-07,3.23,120,121,0,baixa
13,2024-08,3.95,12,29,0,media
13,2024-09,5.06,24,39,29,media
13,2024-10,4.15,39,9,0,media
13,2024-11,7.08,20,83,0,baixa
13,2024-12,6.93,57,10,0,media
14,2023-01,2.51,40,30,0,media
14,2023-02,"2,9",57,23,0,media
14,2023-03,3.43,57,5,0,baixa
14,2023-04,3.07,75,83,0,baixa
14,2023-05,5.32,116,81,40,media
14,2023-06,2.28,71,58,48,baixa
14,2023-07,3.46,46,49,0,baixa
14,2023-08,4.81,17,61,0,baixa
14,2023-09,4.05,97,11,0,baixa
14,2023-10,3.67,40,50,59,baixa
14,2023-11,2.32,101,45,0,baixa
14,2023-12,2.16,122,43,0,baixa
14,2024-01,3.6,74,24,26,media
14,2024-02,"4,65",101,17,0,baixa
14,2024-03,2.16,152,9,51,baixa
14,2024-04,4.54,49,84,0,baixa
14,2024-05,8.72,80,0,0,alta
14,2024-06,2.81,111,61,0,media
14,2024-07,3.19,67,33,0,baixa
14,2024-08,6.89,97,13,0,baixa
14,2024-09,2.19,33,73,0,media
14,2024-10,5.31,100,51,0,media
14,2024-11,3.78,102,14,0,baixa
14,2024-12,5.58,117,65,0,media
15,2023-11,4.66,426,56,0,alta
15,2023-12,19.83,370,0,0,baixa
15,2024-01,15.07,454,43,0,baixa
15,2024-02,9.21,463,61,0,baixa
15,2024-03,10.83,576,25,0,baixa
15,2024-04,10.2,155,32,0,media
15,2024-05,8.29,430,0,0,media
15,2024-06,10.53,298,53,0,media
15,2024-07,15.07,217,17,0,baixa
15,2024-08,9.83,368,77,52,media
15,2024-09,12.03,228,83,28,baixa
15,2024-10,12.94,318,20,0,baixa
15,2024-11,13.07,521,50,55,baixa
15,2024-12,14.58,54,63,0,baixa
16,2023-07,21.9,1360,61,0,baixa
16,2023-08,15.58,1469,18,0,baixa
16,2023-09,28.99,1389,65,0,alta
16,2023-10,20.58,1822,31,0,media
16,2023-11,28.13,1366,56,0,baixa
16,2023-12,24.04,602,94,0,baixa
16,2024-01,24.3,462,28,18,baixa
16,2024-02,13.94,909,70,0,baixa
16,2024-03,24.55,1131,57,0,baixa
16,2024-04,3.88,1070,50,0,baixa
16,2024-05,28.21,1234,39,0,baixa
16,2024-06,28.32,1229,12,0,media
16,2024-07,27.34,1139,26,0,media
16,2024-08,17.39,734,32,0,alta
16,2024-09,28.13,484,0,0,baixa
16,2024-10,5.89,1375,42,0,media
16,2024-11,27.54,1677,14,0,media
16,2024-12,28.39,834,48,50,baixa
17,2023-03,12.14,324,43,0,baixa
17,2023-04,11.47,184,26,0,baixa
17,2023-05,16.89,573,65,0,baixa
17,2023-06,9.65,549,54,39,baixa
17,2023-07,13.52,476,45,0,baixa
17,2023-08,16.99,396,44,0,baixa
17,2023-09,13.23,251,71,37,alta
17,2023-10,16.07,490,105,21,baixa
17,2023-11,14.73,281,49,0,media
17,2023-12,3.57,570,3,29,baixa
17,2024-01,13.34,143,86,38,baixa
17,2024-02,7.19,420,44,0,baixa
17,2024-03,"15,51",433,37,0,baixa
17,2024-04,15.05,473,48,0,baixa
17,2024-05,11.67,342,51,57,baixa
17,2024-06,10.09,222,65,0,baixa
17,2024-07,9.32,314,29,46,media
17,2024-08,12.59,306,91,0,media
17,2024-09,6.01,526,45,0,baixa
17,2024-10,17.74,750,98,0,baixa
17,2024-11,11.77,361,41,0,baixa
17,2024-12,13.38,172,78,0,baixa
18,2024-06,7.26,464,42,0,baixa
18,2024-07,6.66,623,20,0,media
18,2024-08,7.75,448,21,0,alta
18,2024-09,7.68,333,78,0,media
18,2024-10,8.26,239,41,0,alta
18,2024-11,6.76,600,9,0,media
18,2024-12,4.02,180,57,0,baixa
19,2023-01,13.94,467,79,47,media
19,2023-02,18.25,333,21,0,alta
19,2023-03,18.66,314,36,0,baixa
19,2023-04,13.41,114,0,20,baixa
19,2023-05,69.9,530,16,53,baixa
19,2023-06,3.64,579,46,0,baixa
19,2023-07,5.18,294,50,0,media
19,2023-08,16.51,314,61,0,media
19,2023-09,15.42,403,18,0,baixa
19,2023-10,"10,81",336,46,0,media
19,2023-11,16.69,393,0,0,baixa
19,2023-12,12.12,415,68,11,media
19,2024-01,12.65,113,69,38,media
19,2024-02,6.76,630,7,0,baixa
19,2024-03,7.64,341,91,0,baixa
19,2024-04,10.4,258,48,44,media
20,2023-10,3.11,102,103,0,baixa
20,2023-11,5.01,39,70,0,media
20,2023-12,3.14,117,88,0,media
20,2024-01,1.87,33,35,47,baixa
20,2024-02,1.67,103,0,0,media
20,2024-03,6.1,93,48,0,baixa
20,2024-04,2.86,56,90,0,baixa
21,2023-01,8.83,529,31,0,baixa
21,2023-02,12.99,362,63,46,baixa
21,2023-03,13.66,392,6,0,baixa
21,2023-04,7.4,294,80,0,baixa
21,2023-05,13.07,585,77,0,baixa
21,2023-06,17.63,356,31,0,baixa
21,2023-07,18.95,287,27,0,baixa
21,2023-08,14.33,542,21,0,baixa
21,2023-09,3.82,331,59,0,media
21,2023-10,11.06,90,48,56,media
21,2023-11,10.97,454,8,0,baixa
21,2023-12,14.17,412,71,0,baixa
21,2024-01,8.12,228,66,0,baixa
21,2024-02,9.6,438,34,0,baixa
21,2024-03,14.22,374,62,0,baixa
21,2024-04,3.32,605,17,17,media
21,2024-05,3.17,426,45,0,baixa
21,2024-06,10.56,335,14,49,baixa
21,2024-07,7.03,515,62,12,baixa
21,2024-08,"19,04",263,55,0,baixa
21,2024-09,10.06,583,0,8,baixa
21,2024-10,20.58,302,102,0,baixa
21,2024-11,23.67,82,61,0,media
21,2024-12,12.08,120,0,0,baixa
22,2023-01,39.43,1343,43,0,baixa
22,2023-02,28.8,1173,0,0,media
22,2023-03,31.23,1581,70,0,baixa
22,2023-04,19.84,1108,88,0,baixa
22,2023-05,25.61,693,77,0,baixa
22,2023-06,20.82,356,35,0,alta
22,2023-07,11.9,1054,42,0,media
22,2023-08,32.27,534,0,0,alta
22,2023-09,7.99,1273,20,26,baixa
22,2023-10,91.56,971,0,0,baixa
22,2023-11,16.45,1118,42,54,baixa
22,2023-12,17.47,692,26,0,baixa
22,2024-01,19.92,965,89,0,baixa
22,2024-02,16.44,118,74,12,baixa
22,2024-03,27.18,1119,87,0,media
22,2024-04,31.67,673,0,0,baixa
22,2024-05,37.7,1068,18,0,baixa
22,2024-06,21.44,786,68,0,baixa
22,2024-07,12.85,634,0,0,baixa
22,2024-08,36.0,371,50,0,baixa
22,2024-09,41.98,1340,42,0,baixa
22,2024-10,8.02,997,59,0,media
22,2024-11,32.09,855,61,38,baixa
22,2024-12,6.95,324,40,41,baixa
23,2023-09,65.78,1792,59,0,alta
23,2023-10,65.91,1053,60,0,alta
23,2023-11,75.51,1498,14,0,baixa
23,2023-12,93.85,834,48,0,media
23,2024-01,49.93,1119,0,0,baixa
23,2024-02,85.66,869,39,0,media
23,2024-03,70.09,1490,75,0,media
23,2024-04,42.57,1140,52,26,baixa
23,2024-05,62.17,1417,21,0,baixa
23,2024-06,98.08,1329,113,0,baixa
23,2024-07,57.92,1782,0,0,baixa
23,2024-08,44.01,1158,82,42,alta
23,2024-09,"69,33",1900,19,0,alta
23,2024-10,46.49,544,21,0,baixa
23,2024-11,42.52,1180,19,52,baixa
23,2024-12,62.5,1157,0,0,media
24,2024-02,35.35,642,37,0,baixa
24,2024-03,30.07,1231,26,0,baixa
24,2024-04,13.94,1016,76,27,alta
24,2024-05,14.95,1280,64,23,media
24,2024-06,26.82,398,100,0,alta
24,2024-07,23.75,922,23,0,baixa
24,2024-08,25.31,1328,22,40,baixa
24,2024-09,11.88,596,0,0,media
24,2024-10,8.72,277,55,0,baixa
24,2024-11,10.99,1233,0,12,media
24,2024-12,27.61,935,37,0,media
25,2023-06,30.84,873,40,0,media
25,2023-07,19.17,1440,30,0,media
25,2023-08,28.29,1690,65,0,media
26,2024-03,15.8,757,77,0,media
26,2024-04,12.93,820,26,0,alta
26,2024-05,35.03,1168,63,58,media
26,2024-06,41.88,2382,66,0,baixa
26,2024-07,30.53,1587,9,0,alta
26,2024-08,17.36,541,78,0,alta
26,2024-09,25.98,1105,75,0,baixa
26,2024-10,"18,45",1487,11,0,baixa
26,2024-11,31.31,1681,99,0,media
26,2024-12,22.93,1216,89,0,baixa
27,2023-08,6.11,39,43,0,baixa
27,2023-09,4.17,92,88,0,alta
27,2023-10,3.55,110,69,0,media
27,2023-11,4.54,73,54,0,baixa
27,2023-12,4.84,31,86,18,baixa
27,2024-01,3.31,43,0,0,baixa
27,2024-02,5.52,33,66,0,media
27,2024-03,2.78,88,31,8,media
27,2024-04,3.34,73,129,0,baixa
27,2024-05,4.19,74,9,0,baixa
27,2024-06,5.47,82,75,0,baixa
27,2024-07,1.64,23,101,45,baixa
27,2024-08,2.15,40,40,0,media
27,2024-09,2.79,71,5,0,baixa
27,2024-10,3.82,33,24,0,media
27,2024-11,6.05,22,35,29,baixa
27,2024-12,3.76,60,0,0,media
28,2024-06,4.88,34,8,0,media
28,2024-07,4.3,86,55,15,baixa
28,2024-08,3.44,69,12,0,baixa
28,2024-09,4.66,73,14,0,baixa
28,2024-10,5.23,70,49,0,baixa
28,2024-11,5.88,44,68,0,media
28,2024-12,2.04,54,0,0,media
29,2024-06,21.68,315,50,0,baixa
29,2024-07,16.28,377,81,28,baixa
29,2024-08,8.12,253,32,0,alta
29,2024-09,11.0,312,40,0,baixa
29,2024-10,0.86,633,55,0,baixa
29,2024-11,10.59,381,12,0,baixa
29,2024-12,14.35,116,44,0,baixa
30,2024-05,14.34,337,72,0,baixa
30,2024-06,12.77,528,28,21,baixa
30,2024-07,14.2,111,70,0,baixa
30,2024-08,7.96,538,103,56,media
30,2024-09,16.62,526,71,0,baixa
30,2024-10,17.9,584,34,50,baixa
30,2024-11,"6,57",358,22,21,baixa
30,2024-12,13.94,400,69,0,baixa
31,2023-09,"12,45",671,29,0,media
31,2023-10,"14,64",496,102,0,media
31,2023-11,12.5,167,22,0,baixa
31,2023-12,13.55,206,124,0,baixa
31,2024-01,13.79,315,29,30,baixa
31,2024-02,6.59,424,91,0,baixa
31,2024-03,11.74,424,26,0,baixa
31,2024-04,4.77,269,55,0,baixa
31,2024-05,9.1,465,65,52,alta
31,2024-06,11.25,407,48,0,baixa
31,2024-07,11.82,363,96,0,alta
31,2024-08,"5,85",522,0,27,baixa
31,2024-09,6.11,513,27,0,baixa
31,2024-10,20.82,390,32,0,baixa
31,2024-11,3.58,225,31,0,baixa
31,2024-12,15.02,292,72,0,baixa
32,2023-01,2.54,38,67,33,baixa
32,2023-02,"6,48",85,63,0,alta
32,2023-03,3.07,78,70,0,media
32,2023-04,3.7,93,49,0,media
32,2023-05,3.74,59,13,0,media
32,2023-06,8.51,88,71,0,media
32,2023-07,2.21,45,51,0,baixa
32,2023-08,2.77,24,68,0,media
32,2023-09,3.13,42,63,0,baixa
32,2023-10,3.28,111,35,0,baixa
32,2023-11,2.65,11,81,0,baixa
32,2023-12,6.88,72,12,48,alta
32,2024-01,3.66,36,78,0,baixa
32,2024-02,3.78,49,61,0,media
32,2024-03,4.26,32,0,0,baixa
32,2024-04,2.76,33,26,0,media
32,2024-05,5.63,54,116,0,alta
32,2024-06,5.54,61,33,0,baixa
32,2024-07,5.68,83,93,0,baixa
32,2024-08,4.54,45,0,0,baixa
32,2024-09,2.81,66,0,0,alta
32,2024-10,6.5,63,53,0,baixa
32,2024-11,12.21,25,76,0,baixa
32,2024-12,7.56,36,33,0,media
33,2024-02,13.04,407,18,31,baixa
33,2024-03,13.32,246,57,0,media
33,2024-04,10.47,312,62,57,alta
33,2024-05,15.64,157,33,0,baixa
33,2024-06,8.45,368,23,0,media
33,2024-07,6.46,559,84,0,baixa
33,2024-08,7.39,330,21,0,baixa
33,2024-09,12.22,574,70,0,baixa
33,2024-10,6.12,137,24,0,alta
33,2024-11,17.53,449,29,0,baixa
33,2024-12,16.0,409,22,0,baixa
34,2023-01,32.97,993,56,0,media
34,2023-02,15.04,974,31,0,alta
34,2023-03,15.38,629,50,0,baixa
34,2023-04,22.33,991,33,53,baixa
34,2023-05,103.71,856,68,0,baixa
34,2023-06,33.18,155,67,12,baixa
34,2023-07,34.53,1419,39,0,media
34,2023-08,17.01,872,72,0,baixa
34,2023-09,42.41,225,43,0,baixa
34,2023-10,14.46,1400,66,0,baixa
34,2023-11,16.92,829,29,0,media
34,2023-12,27.47,1071,19,0,media
34,2024-01,20.77,1367,49,0,alta
34,2024-02,32.32,899,32,10,media
34,2024-03,23.39,1795,55,0,baixa
34,2024-04,22.93,1638,77,5,alta
34,2024-05,18.81,503,28,0,media
34,2024-06,8.01,1423,12,34,baixa
34,2024-07,23.97,966,84,0,baixa
34,2024-08,22.69,1207,91,52,media
34,2024-09,27.72,1194,119,0,baixa
34,2024-10,21.23,1514,75,0,baixa
34,2024-11,14.65,1209,44,54,baixa
34,2024-12,18.29,960,0,22,baixa
35,2023-04,10.81,340,0,34,baixa
35,2023-05,7.98,566,7,0,baixa
35,2023-06,17.14,141,21,0,media
35,2023-07,36.57,467,0,0,baixa
35,2023-08,6.25,409,17,0,baixa
35,2023-09,"13,6",333,48,0,baixa
35,2023-10,12.58,258,14,0,baixa
35,2023-11,18.37,351,65,0,alta
35,2023-12,8.95,466,32,0,media
35,2024-01,8.03,282,34,6,alta
35,2024-02,18.87,225,79,0,media
35,2024-03,12.03,330,0,0,baixa
35,2024-04,3.52,163,43,0,media
35,2024-05,10.51,152,160,46,baixa
35,2024-06,12.64,396,54,30,media
35,2024-07,13.07,172,49,28,baixa
35,2024-08,9.45,260,46,0,baixa
35,2024-09,15.83,385,39,0,media
35,2024-10,19.6,431,63,28,baixa
35,2024-11,7.42,328,20,0,media
35,2024-12,"14,9",291,70,0,media
36,2023-12,3.31,65,62,0,baixa
36,2024-01,1.74,58,53,57,media
36,2024-02,4.57,94,97,0,baixa
36,2024-03,4.36,81,78,26,baixa
36,2024-04,5.64,108,20,0,alta
36,2024-05,1.75,78,78,0,media
36,2024-06,2.64,96,85,0,baixa
36,2024-07,3.53,74,59,7,baixa
36,2024-08,4.82,88,28,0,alta
36,2024-09,4.48,63,48,35,baixa
36,2024-10,4.3,49,81,32,baixa
36,2024-11,2.33,90,48,0,media
36,2024-12,0.92,76,42,28,baixa
37,2023-01,13.16,244,29,0,baixa
37,2023-02,12.9,406,90,0,media
37,2023-03,16.79,375,44,8,media
37,2023-04,10.11,189,27,0,alta
37,2023-05,21.33,351,36,0,media
37,2023-06,16.67,376,101,0,media
37,2023-07,16.53,390,14,0,media
37,2023-08,15.96,482,93,0,media
37,2023-09,10.96,168,24,0,media
37,2023-10,20.15,116,56,0,baixa
37,2023-11,11.86,339,45,0,baixa
37,2023-12,17.5,303,39,0,baixa
37,2024-01,9.97,362,68,23,baixa
37,2024-02,15.88,507,51,0,baixa
37,2024-03,4.76,246,20,10,baixa
37,2024-04,18.96,234,9,0,baixa
37,2024-05,11.58,341,36,0,baixa
37,2024-06,7.04,620,98,32,baixa
37,2024-07,"13,57",512,0,59,media
37,2024-08,10.15,760,116,0,baixa
37,2024-09,"10,24",536,58,0,baixa
37,2024-10,15.43,296,70,0,baixa
37,2024-11,15.15,466,67,44,baixa
37,2024-12,13.59,34,27,39,baixa
38,2023-04,4.22,83,0,0,baixa
38,2023-05,5.99,89,41,0,baixa
38,2023-06,3.37,77,37,0,media
38,2023-07,4.49,30,29,0,media
38,2023-08,"3,2",82,43,0,baixa
38,2023-09,3.77,88,4,0,baixa
38,2023-10,3.26,89,0,26,baixa
38,2023-11,3.83,50,84,0,baixa
38,2023-12,5.92,82,67,0,media
38,2024-01,3.76,14,0,0,media
38,2024-02,4.61,58,16,0,media
38,2024-03,4.04,73,4,39,baixa
38,2024-04,5.43,37,8,0,media
38,2024-05,2.38,88,0,16,baixa
38,2024-06,2.98,51,0,0,media
38,2024-07,3.59,118,63,0,baixa
38,2024-08,2.03,95,87,0,media
38,2024-09,4.96,66,60,0,baixa
38,2024-10,2.86,40,36,0,media
38,2024-11,6.05,82,41,0,baixa
38,2024-12,2.93,16,105,0,baixa
39,2023-10,30.27,897,61,32,baixa
39,2023-11,28.36,2124,75,0,media
39,2023-12,25.57,358,137,0,baixa
39,2024-01,21.15,1637,28,0,baixa
39,2024-02,10.87,1249,25,0,baixa
39,2024-03,32.31,718,36,0,baixa
39,2024-04,23.33,1226,27,0,baixa
39,2024-05,24.39,487,76,0,baixa
39,2024-06,33.19,1429,28,0,baixa
39,2024-07,27.92,461,45,0,alta
39,2024-08,12.71,625,52,20,alta
39,2024-09,41.45,1652,18,20,media
39,2024-10,32.75,952,56,0,baixa
39,2024-11,32.23,1249,54,0,baixa
39,2024-12,35.45,1428,54,0,media
40,2024-05,51.49,1312,40,0,baixa
40,2024-06,32.2,1496,67,0,baixa
40,2024-07,37.92,1120,75,0,media
40,2024-08,77.37,1541,29,0,media
40,2024-09,18.58,1484,44,0,baixa
40,2024-10,73.48,1085,54,0,baixa
40,2024-11,54.22,1160,107,0,baixa
40,2024-12,66.11,1819,51,0,media
41,2023-10,3.31,22,39,0,baixa
41,2023-11,4.63,31,28,0,media
41,2023-12,6.49,52,35,0,baixa
41,2024-01,2.81,54,38,0,baixa
41,2024-02,3.5,62,47,0,baixa
41,2024-03,3.33,87,71,0,baixa
41,2024-04,1.62,66,35,0,media
41,2024-05,2.94,107,114,0,baixa
41,2024-06,4.78,127,0,0,baixa
41,2024-07,1.8,64,4,0,baixa
41,2024-08,3.75,100,70,0,baixa
42,2023-11,3.68,267,53,0,baixa
42,2023-12,11.21,413,34,0,baixa
42,2024-01,26.25,532,47,0,baixa
42,2024-02,8.97,672,47,0,alta
42,2024-03,15.43,213,59,0,baixa
42,2024-04,5.16,366,23,45,baixa
42,2024-05,11.16,130,43,0,baixa
42,2024-06,18.25,643,95,0,baixa
42,2024-07,10.12,149,78,0,media
42,2024-08,3.51,362,50,0,baixa
43,2023-01,4.7,157,61,0,baixa
43,2023-02,5.99,74,65,0,baixa
43,2023-03,3.85,54,35,0,baixa
43,2023-04,3.2,67,46,0,media
43,2023-05,5.87,113,87,0,baixa
43,2023-06,3.25,84,10,0,alta
43,2023-07,1.55,42,44,0,media
43,2023-08,3.66,105,113,0,media
43,2023-09,4.49,77,15,0,baixa
43,2023-10,2.3,93,15,0,media
43,2023-11,4.46,69,65,0,baixa
43,2023-12,5.69,68,56,0,baixa
43,2024-01,5.35,41,47,38,alta
43,2024-02,6.44,59,54,0,media
43,2024-03,4.95,113,53,0,alta
43,2024-04,2.62,57,59,8,alta
43,2024-05,3.14,97,63,45,baixa
43,2024-06,3.46,76,112,0,baixa
43,2024-07,5.64,27,53,0,media
43,2024-08,5.54,78,0,0,baixa
43,2024-09,4.16,102,97,0,media
43,2024-10,4.51,99,18,0,alta
43,2024-11,4.34,100,89,0,baixa
43,2024-12,3.11,93,72,0,baixa
44,2023-10,6.0,60,49,0,baixa
44,2023-11,3.44,92,31,0,media
44,2023-12,3.4,87,80,0,baixa
44,2024-01,4.45,123,25,0,media
44,2024-02,2.31,47,0,0,baixa
44,2024-03,2.33,71,90,0,baixa
44,2024-04,3.48,93,61,27,baixa
44,2024-05,5.01,97,52,50,baixa
