customer_id,nome,idade,genero,cidade,estado,tipo_residencia,renda_estimada
46,Cliente 46,79.0,M,Porto Alegre,RS,Apartamento,5214.98
47,Cliente 47,79.0,M,Sao Paulo,SP,Casa,2503.34
48,Cliente 48,64.0,F,Salvador,BA,Casa,1959.32
49,Cliente 49,79.0,F,Sao Paulo,SP,Apartamento,1346.97
50,Cliente 50,68.0,M,Porto Alegre,RS,Apartamento,2630.97
51,Cliente 51,61.0,M,Belo Horizonte,MG,Casa,1084.0
52,Cliente 52,72.0,M,Recife,PE,Casa,2677.4
53,Cliente 53,69.0,F,Fortaleza,CE,Casa,5149.23
54,Cliente 54,74.0,M,Recife,PE,Casa,3216.93
55,Cliente 55,20.0,M,Rio de janeiro,RJ,Apartamento,1733.72
56,Cliente 56,54.0,M,Sao Paulo,SP,KITNET,3839.39
57,Cliente 57,68.0,M,São Paulo,SP,Casa,3706.84
58,Cliente 58,24.0,M,Rio de janeiro,RJ,Apartamento,6434.91
59,Cliente 59,38.0,F,Belo Horizonte,MG,KITNET,4686.08
60,Cliente 60,26.0,M,Sao Paulo,SP,Apartamento,3958.4
61,Cliente 61,56.0,F,Rio de janeiro,RJ,Casa,4857.6
62,Cliente 62,35.0,M,Sao Paulo,SP,,3298.43
63,Cliente 63,21.0,F,Salvador,BA,Casa,3386.88
64,Cliente 64,42.0,F,Belo Horizonte,MG,Casa,5988.41
65,Cliente 65,77.0,F,Curitiba,PR,Casa,1046.63
66,Cliente 66,31.0,F,Fortaleza,CE,Casa,4951.92
67,Cliente 67,67.0,M,Rio de Janeiro,RJ,Casa,3333.81
68,Cliente 68,75.0,M,Fortaleza,CE,Casa,3062.77
69,Cliente 69,26.0,F,Fortaleza,CE,Casa,2670.66
70,Cliente 70,43.0,,Rio de janeiro,RJ,Apartamento,3730.51
71,Cliente 71,70.0,F,Belo Horizonte,MG,KITNET,3434.71
72,Cliente 72,19.0,F,Sao Paulo,SP,Casa,2877.95
73,Cliente 73,37.0,F,Recife,PE,KITNET,2446.01
74,Cliente 74,45.0,F,Rio de Janeiro,RJ,KITNET,1427.0
75,Cliente 75,64.0,M,Porto Alegre,RS,Apartamento,2414.29
76,Cliente 76,77.0,F,Rio de janeiro,RJ,Casa,2731.56
77,Cliente 77,24.0,,Rio de Janeiro,RJ,Apartamento,3726.85
78,Cliente 78,,M,Curitiba,PR,KITNET,6444.63
79,Cliente 79,78.0,F,Salvador,BA,Apartamento,2576.07
80,Cliente 80,25.0,M,Belo Horizonte,MG,Casa,1964.4
81,Cliente 81,64.0,F,Porto Alegre,RS,Apartamento,2428.26
82,Cliente 82,52.0,M,Rio de janeiro,RJ,Apartamento,3730.02
83,Cliente 83,31.0,F,Fortaleza,CE,Apartamento,4382.95
84,Cliente 84,34.0,F,São Paulo,SP,Casa,4592.52
85,Cliente 85,53.0,M,Rio de janeiro,RJ,Casa,4741.56
86,Cliente 86,67.0,F,São Paulo,SP,Apartamento,4953.85
87,Cliente 87,57.0,F,Fortaleza,CE,KITNET,3081.67
88,Cliente 88,21.0,Outro,Salvador,BA,Casa,6579.71
89,Cliente 89,19.0,M,Belo Horizonte,MG,,2967.85
90,Cliente 90,79.0,M,Sao Paulo,SP,Casa,3664.01
91,Cliente 91,23.0,M,Rio de janeiro,RJ,Apartamento,5443.74
92,Cliente 92,71.0,,Recife,PE,Apartamento,4349.64
93,Cliente 93,59.0,Outro,Fortaleza,CE,Apartamento,881.0
94,Cliente 94,21.0,F,Rio de janeiro,RJ,KITNET,3508.45
95,Cliente 95,71.0,F,Curitiba,PR,Casa,4792.95
96,Cliente 96,46.0,F,Salvador,BA,KITNET,1484.79
97,Cliente 97,35.0,F,Curitiba,PR,Casa,4626.04
98,Cliente 98,43.0,M,Rio de Janeiro,RJ,Apartamento,4085.23
99,Cliente 99,61.0,F,Belo Horizonte,MG,Apartamento,"5275,88"
100,Cliente 100,51.0,M,Rio de Janeiro,RJ,Apartamento,2462.1
101,Cliente 101,27.0,F,Rio de janeiro,RJ,Casa,4993.84
102,Cliente 102,79.0,F,Porto Alegre,RS,KITNET,3739.41
103,Cliente 103,53.0,F,Porto Alegre,RS,Casa,6149.08
104,Cliente 104,31.0,M,Belo Horizonte,MG,Casa,7679.07
105,Cliente 105,48.0,M,Recife,PE,Apartamento,5807.5
106,Cliente 106,65.0,M,Salvador,BA,Casa,4220.78
107,Cliente 107,32.0,M,Recife,PE,Apartamento,"6981,51"
108,Cliente 108,25.0,M,Salvador,BA,Casa,4405.22
109,Cliente 109,31.0,Outro,Fortaleza,CE,Casa,2138.08
110,Cliente 110,40.0,F,Rio de janeiro,RJ,Apartamento,3441.09
111,Cliente 111,77.0,M,Rio de Janeiro,RJ,Apartamento,4642.51
112,Cliente 112,74.0,M,Porto Alegre,RS,Casa,"4738,93"
113,Cliente 113,79.0,M,Curitiba,PR,Apartamento,1812.1
114,Cliente 114,57.0,F,Sao Paulo,SP,Apartamento,1859.7
115,Cliente 115,38.0,F,São Paulo,SP,Apartamento,2988.04
116,Cliente 116,33.0,Outro,Sao Paulo,SP,Casa,4301.82
117,Cliente 117,62.0,F,Rio de Janeiro,RJ,Apartamento,4493.84
118,Cliente 118,35.0,,Rio de Janeiro,RJ,Apartamento,3711.96
119,Cliente 119,64.0,F,Salvador,BA,Apartamento,2248.36
120,Cliente 120,70.0,M,Recife,PE,Casa,6105.41
121,Cliente 121,41.0,Outro,Sao Paulo,SP,Apartamento,1891.91
122,Cliente 122,43.0,M,Salvador,BA,Apartamento,5453.51
123,Cliente 123,42.0,F,Salvador,BA,Apartamento,4608.23
124,Cliente 124,77.0,M,Recife,PE,Casa,5420.5
125,Cliente 125,77.0,F,Curitiba,PR,KITNET,2833.35
126,Cliente 126,77.0,F,Porto Alegre,RS,Apartamento,3286.02
127,Cliente 127,62.0,F,Belo Horizonte,MG,Casa,3582.56
128,Cliente 128,58.0,F,Porto Alegre,RS,Casa,2785.4
129,Cliente 129,46.0,M,São Paulo,SP,KITNET,3837.89
130,Cliente 130,32.0,M,Sao Paulo,SP,Casa,5868.63
131,Cliente 131,,M,Porto Alegre,RS,,1554.75
132,Cliente 132,18.0,M,Belo Horizonte,MG,Apartamento,2514.18
133,Cliente 133,42.0,F,Fortaleza,CE,Apartamento,2351.38
134,Cliente 134,24.0,M,Sao Paulo,SP,Casa,3358.37
135,Cliente 135,26.0,,Belo Horizonte,MG,Casa,3296.71
136,Cliente 136,41.0,F,Salvador,BA,KITNET,4658.47
137,Cliente 137,18.0,F,Rio de Janeiro,RJ,Casa,"3550,58"
138,Cliente 138,61.0,M,Curitiba,PR,Apartamento,3954.32
139,Cliente 139,25.0,F,São Paulo,SP,Casa,4097.67
140,Cliente 140,41.0,Outro,Belo Horizonte,MG,Casa,3868.11
141,Cliente 141,,F,Porto Alegre,RS,Casa,4554.97
142,Cliente 142,68.0,F,Rio de Janeiro,RJ,Apartamento,3316.51
143,Cliente 143,34.0,F,Porto Alegre,RS,,5969.55
144,Cliente 144,25.0,M,Sao Paulo,SP,Casa,7312.43
145,Cliente 145,52.0,F,Belo Horizonte,MG,Casa,4559.35
146,Cliente 146,52.0,M,Porto Alegre,RS,Casa,3841.99
147,Cliente 147,50.0,M,Recife,PE,Apartamento,4436.87
148,Cliente 148,76.0,M,Rio de janeiro,RJ,Casa,1848.45
149,Cliente 149,22.0,M,Rio de Janeiro,RJ,KITNET,3770.16
150,Cliente 150,59.0,M,Fortaleza,CE,Apartamento,2403.01
151,Cliente 151,56.0,M,Rio de Janeiro,RJ,Apartamento,29008.0
152,Cliente 152,75.0,,Porto Alegre,RS,Casa,"2410,46"
153,Cliente 153,58.0,F,Porto Alegre,RS,,"2982,83"
154,Cliente 154,45.0,,São Paulo,SP,Casa,843.0
155,Cliente 155,24.0,M,Recife,PE,Casa,1740.13
156,Cliente 156,26.0,M,Fortaleza,CE,Apartamento,4032.31
157,Cliente 157,25.0,F,Curitiba,PR,Apartamento,2196.73
158,Cliente 158,29.0,M,São Paulo,SP,Casa,5095.66
159,Cliente 159,51.0,M,Sao Paulo,SP,Casa,2069.17
160,Cliente 160,50.0,F,Fortaleza,CE,Apartamento,4179.88
161,Cliente 161,65.0,M,Belo Horizonte,MG,Casa,16425.0
162,Cliente 162,72.0,F,Rio de janeiro,RJ,Apartamento,4078.2
163,Cliente 163,40.0,F,São Paulo,SP,Apartamento,1197.82
164,Cliente 164,79.0,M,Rio de janeiro,RJ,Casa,2820.23
165,Cliente 165,41.0,M,Recife,PE,Casa,2230.68
166,Cliente 166,,F,Sao Paulo,SP,Casa,4824.85
167,Cliente 167,52.0,F,Sao Paulo,SP,Apartamento,4193.39
168,Cliente 168,61.0,M,Curitiba,PR,Apartamento,1651.14
169,Cliente 169,57.0,,Sao Paulo,SP,Casa,3195.23
170,Cliente 170,39.0,M,Porto Alegre,RS,Apartamento,2341.52
171,Cliente 171,44.0,F,Rio de Janeiro,RJ,,4925.39
172,Cliente 172,52.0,,Rio de Janeiro,RJ,Casa,5407.29
173,Cliente 173,18.0,M,Curitiba,PR,KITNET,1337.53
174,Cliente 174,52.0,M,Porto Alegre,RS,Casa,4740.05
175,Cliente 175,54.0,M,Rio de Janeiro,RJ,Casa,2265.06
176,Cliente 176,64.0,M,Belo Horizonte,MG,Casa,3120.62
177,Cliente 177,31.0,M,Porto Alegre,RS,Casa,3548.38
178,Cliente 178,20.0,F,Recife,PE,Casa,6224.91
179,Cliente 179,18.0,M,Salvador,BA,Casa,1994.23
180,Cliente 180,22.0,F,Rio de janeiro,RJ,KITNET,4752.12
181,Cliente 181,43.0,,Porto Alegre,RS,Apartamento,1742.74
182,Cliente 182,72.0,F,Rio de janeiro,RJ,Apartamento,1639.11
183,Cliente 183,31.0,F,Belo Horizonte,MG,Casa,3542.7
184,Cliente 184,56.0,M,Salvador,BA,Casa,3532.59
185,Cliente 185,44.0,F,Fortaleza,CE,Casa,1072.0
186,Cliente 186,26.0,F,Curitiba,PR,Apartamento,5239.39
187,Cliente 187,32.0,M,Porto Alegre,RS,KITNET,1193.0
188,Cliente 188,32.0,M,Curitiba,PR,Casa,3281.09
189,Cliente 189,43.0,F,Sao Paulo,SP,Casa,5491.42
190,Cliente 190,59.0,M,Rio de janeiro,RJ,Apartamento,6813.78
191,Cliente 191,77.0,M,Rio de janeiro,RJ,Casa,2955.43
192,Cliente 192,30.0,M,Sao Paulo,SP,Casa,1350.58
193,Cliente 193,68.0,M,Fortaleza,CE,Apartamento,5435.82
194,Cliente 194,49.0,F,São Paulo,SP,Apartamento,4797.73
195,Cliente 195,56.0,F,Recife,PE,Casa,2766.51
196,Cliente 196,66.0,F,Porto Alegre,RS,Casa,2576.39
197,Cliente 197,69.0,M,Rio de janeiro,RJ,,2423.91
198,Cliente 198,78.0,M,Recife,PE,Casa,2983.12
199,Cliente 199,49.0,F,Rio de janeiro,RJ,Casa,3974.1
200,Cliente 200,21.0,M,São Paulo,SP,Casa,2650.98
201,Cliente 201,47.0,M,Sao Paulo,SP,Casa,2840.63
202,Cliente 202,54.0,F,São Paulo,SP,Casa,4461.92
203,Cliente 203,40.0,M,Rio de janeiro,RJ,Apartamento,1276.38
204,Cliente 204,56.0,F,Sao Paulo,SP,Casa,2936.1
205,Cliente 205,62.0,M,São Paulo,SP,Casa,986.09
206,Cliente 206,32.0,M,Fortaleza,CE,Apartamento,3662.62
207,Cliente 207,,M,Sao Paulo,SP,Apartamento,1394.0
208,Cliente 208,46.0,,Porto Alegre,RS,KITNET,4835.02
209,Cliente 209,53.0,F,Rio de janeiro,RJ,KITNET,1528.04
210,Cliente 210,30.0,,Belo Horizonte,MG,Casa,841.13
211,Cliente 211,49.0,F,Curitiba,PR,Apartamento,2954.58
212,Cliente 212,24.0,M,Rio de janeiro,RJ,Casa,6066.66
213,Cliente 213,76.0,F,Porto Alegre,RS,,4566.79
214,Cliente 214,68.0,F,Rio de Janeiro,RJ,Casa,857.0
215,Cliente 215,39.0,F,Recife,PE,,1485.31
216,Cliente 216,45.0,M,Recife,PE,Apartamento,2906.6
217,Cliente 217,19.0,F,Curitiba,PR,Casa,6857.53
218,Cliente 218,59.0,M,Rio de janeiro,RJ,Apartamento,2091.57
219,Cliente 219,62.0,M,Curitiba,PR,,2103.67
220,Cliente 220,,F,Salvador,BA,KITNET,21158.0
221,Cliente 221,74.0,F,Rio de janeiro,RJ,Casa,3792.36
222,Cliente 222,70.0,M,Sao Paulo,SP,Apartamento,24388.0
223,Cliente 223,23.0,M,Sao Paulo,SP,Casa,2409.35
224,Cliente 224,45.0,F,Salvador,BA,Casa,3347.55
225,Cliente 225,45.0,F,Fortaleza,CE,Casa,5473.45
226,Cliente 226,61.0,F,Salvador,BA,Casa,3282.74
227,Cliente 227,61.0,,Salvador,BA,Apartamento,5184.58
228,Cliente 228,37.0,F,Curitiba,PR,Casa,4080.9
229,Cliente 229,47.0,M,São Paulo,SP,Apartamento,1940.56
230,Cliente 230,79.0,F,Sao Paulo,SP,Casa,3475.52
231,Cliente 231,28.0,M,São Paulo,SP,Casa,4972.08
232,Cliente 232,75.0,M,Salvador,BA,Casa,4504.12
233,Cliente 233,72.0,F,Fortaleza,CE,Casa,3439.62
234,Cliente 234,45.0,M,Sao Paulo,SP,Casa,1364.0
235,Cliente 235,42.0,Outro,Rio de janeiro,RJ,Casa,806.01
236,Cliente 236,56.0,F,Rio de janeiro,RJ,Apartamento,1125.04
237,Cliente 237,79.0,F,Rio de janeiro,RJ,Casa,2734.34
238,Cliente 238,50.0,F,Porto Alegre,RS,Casa,2934.32
239,Cliente 239,18.0,F,Curitiba,PR,Casa,1286.88
240,Cliente 240,74.0,F,Rio de Janeiro,RJ,KITNET,5033.77
241,Cliente 241,44.0,F,Salvador,BA,KITNET,1604.35
242,Cliente 242,79.0,M,Rio de Janeiro,RJ,Casa,1444.16
243,Cliente 243,74.0,F,Belo Horizonte,MG,Casa,3632.35
244,Cliente 244,69.0,M,Curitiba,PR,Casa,4960.86
245,Cliente 245,30.0,F,Rio de janeiro,RJ,,6582.28
246,Cliente 246,58.0,F,Sao Paulo,SP,Casa,4373.82
247,Cliente 247,20.0,F,Curitiba,PR,Casa,5869.74
248,Cliente 248,56.0,M,Porto Alegre,RS,Casa,1681.92
249,Cliente 249,23.0,M,Sao Paulo,SP,Casa,6739.61
250,Cliente 250,25.0,F,São Paulo,SP,Casa,800.0
251,Cliente 251,44.0,M,Porto Alegre,RS,Apartamento,2744.24
252,Cliente 252,26.0,M,São Paulo,SP,Casa,4340.98
253,Cliente 253,79.0,M,Sao Paulo,SP,Apartamento,1092.17
254,Cliente 254,54.0,,Rio de janeiro,RJ,Casa,2109.42
255,Cliente 255,50.0,F,Rio de Janeiro,RJ,Casa,1871.12
256,Cliente 256,68.0,M,Salvador,BA,KITNET,3034.67
257,Cliente 257,59.0,M,Curitiba,PR,Casa,5632.37
258,Cliente 258,61.0,M,Curitiba,PR,Apartamento,"3525,24"
259,Cliente 259,41.0,F,Rio de janeiro,RJ,Apartamento,2805.4
260,Cliente 260,32.0,F,Salvador,BA,Casa,1015.0
261,Cliente 261,76.0,M,São Paulo,SP,,4200.13
262,Cliente 262,71.0,M,Rio de Janeiro,RJ,Casa,4685.02
263,Cliente 263,49.0,M,Salvador,BA,KITNET,949.97
264,Cliente 264,49.0,F,São Paulo,SP,Casa,3399.54
265,Cliente 265,41.0,F,Salvador,BA,KITNET,3789.51
266,Cliente 266,58.0,M,Belo Horizonte,MG,Casa,4946.9
267,Cliente 267,69.0,M,Curitiba,PR,Apartamento,2412.85
268,Cliente 268,66.0,M,Belo Horizonte,MG,Apartamento,2186.96
269,Cliente 269,79.0,,Salvador,BA,KITNET,2815.25
270,Cliente 270,,M,Porto Alegre,RS,KITNET,5426.66
271,Cliente 271,75.0,F,Curitiba,PR,Apartamento,5065.77
272,Cliente 272,69.0,F,Rio de Janeiro,RJ,KITNET,3467.98
273,Cliente 273,29.0,M,Rio de janeiro,RJ,Casa,5029.66
274,Cliente 274,79.0,M,Belo Horizonte,MG,Casa,1116.0
275,Cliente 275,56.0,M,Rio de janeiro,RJ,Casa,4687.48
276,Cliente 276,19.0,F,São Paulo,SP,Casa,1821.85
277,Cliente 277,20.0,F,Recife,PE,Casa,6150.54
278,Cliente 278,66.0,F,Porto Alegre,RS,Apartamento,26583.0
279,Cliente 279,54.0,F,São Paulo,SP,Casa,2220.86
280,Cliente 280,66.0,M,Fortaleza,CE,Apartamento,4343.64
281,Cliente 281,73.0,,São Paulo,SP,Casa,4488.43
282,Cliente 282,34.0,F,São Paulo,SP,Casa,2830.5
283,Cliente 283,76.0,M,Recife,PE,Apartamento,4057.11
284,Cliente 284,66.0,,Curitiba,PR,Apartamento,4243.07
285,Cliente 285,19.0,F,Porto Alegre,RS,Apartamento,4089.67
286,Cliente 286,19.0,F,Porto Alegre,RS,Apartamento,2893.17
287,Cliente 287,45.0,F,Rio de Janeiro,RJ,Casa,4257.82
288,Cliente 288,71.0,F,São Paulo,SP,Apartamento,5609.56
289,Cliente 289,40.0,F,Porto Alegre,RS,Casa,1661.77
290,Cliente 290,54.0,M,Sao Paulo,SP,Casa,2239.91
291,Cliente 291,49.0,M,Rio de Janeiro,RJ,Casa,3540.88
292,Cliente 292,50.0,Outro,Sao Paulo,SP,Casa,1915.66
293,Cliente 293,18.0,M,Recife,PE,Casa,1027.0
294,Cliente 294,36.0,M,Sao Paulo,SP,,5139.68
295,Cliente 295,79.0,M,Rio de janeiro,RJ,,1272.0
296,Cliente 296,19.0,M,Salvador,BA,Casa,2896.43
297,Cliente 297,70.0,F,Sao Paulo,SP,Casa,4638.42
298,Cliente 298,61.0,Outro,Recife,PE,Casa,3900.05
299,Cliente 299,43.0,M,Rio de janeiro,RJ,Casa,2919.13
300,Cliente 300,49.0,M,Recife,PE,KITNET,1853.84
301,Cliente 301,23.0,M,Recife,PE,Casa,4015.8
302,Cliente 302,49.0,F,São Paulo,SP,Apartamento,"2017,41"
303,Cliente 303,72.0,F,Recife,PE,Casa,19533.0
304,Cliente 304,21.0,M,Sao Paulo,SP,,3711.38
305,Cliente 305,72.0,F,Salvador,BA,Casa,3726.55
306,Cliente 306,28.0,F,Recife,PE,Apartamento,2539.52
307,Cliente 307,73.0,F,Recife,PE,Casa,6552.51
308,Cliente 308,76.0,Outro,Porto Alegre,RS,Apartamento,18546.0
309,Cliente 309,34.0,M,Fortaleza,CE,Casa,3081.94
310,Cliente 310,55.0,F,Belo Horizonte,MG,Casa,3896.41
311,Cliente 311,41.0,F,Rio de janeiro,RJ,KITNET,2338.31
312,Cliente 312,22.0,F,Fortaleza,CE,KITNET,2920.54
313,Cliente 313,69.0,F,Rio de janeiro,RJ,KITNET,7087.88
314,Cliente 314,51.0,F,Belo Horizonte,MG,Apartamento,2348.93
315,Cliente 315,23.0,F,Salvador,BA,Apartamento,3383.34
316,Cliente 316,39.0,M,Rio de Janeiro,RJ,Casa,2815.84
317,Cliente 317,28.0,F,Belo Horizonte,MG,Casa,1940.55
318,Cliente 318,65.0,,Curitiba,PR,Casa,4131.63
319,Cliente 319,33.0,Outro,Fortaleza,CE,Apartamento,3554.71
320,Cliente 320,50.0,M,Sao Paulo,SP,Casa,4866.54
321,Cliente 321,26.0,M,São Paulo,SP,Casa,4715.87
322,Cliente 322,77.0,M,Curitiba,PR,Apartamento,4851.06
323,Cliente 323,76.0,F,Recife,PE,Apartamento,2122.69
324,Cliente 324,23.0,F,Recife,PE,Casa,4461.44
325,Cliente 325,33.0,M,Sao Paulo,SP,Casa,4497.91
326,Cliente 326,46.0,F,Sao Paulo,SP,Casa,1968.41
327,Cliente 327,20.0,F,Porto Alegre,RS,Casa,3022.08
328,Cliente 328,37.0,F,Rio de janeiro,RJ,Casa,1315.83
329,Cliente 329,77.0,F,Porto Alegre,RS,Apartamento,4504.43
330,Cliente 330,76.0,F,Belo Horizonte,MG,Apartamento,4497.53
331,Cliente 331,53.0,F,Rio de Janeiro,RJ,Apartamento,5645.54
332,Cliente 332,36.0,M,Fortaleza,CE,Casa,3156.8
333,Cliente 333,43.0,F,Sao Paulo,SP,Apartamento,4177.2
334,Cliente 334,20.0,F,Rio de janeiro,RJ,Casa,4981.6
335,Cliente 335,36.0,F,Fortaleza,CE,Casa,2369.16
336,Cliente 336,37.0,F,Belo Horizonte,MG,Apartamento,2141.05
337,Cliente 337,49.0,F,Rio de Janeiro,RJ,Casa,2415.67
338,Cliente 338,24.0,M,Curitiba,PR,Casa,2976.06
339,Cliente 339,69.0,F,Porto Alegre,RS,KITNET,2194.17
340,Cliente 340,58.0,M,Belo Horizonte,MG,Casa,2480.26
341,Cliente 341,50.0,M,Recife,PE,Apartamento,4821.37
342,Cliente 342,57.0,F,Porto Alegre,RS,Casa,3355.48
343,Cliente 343,56.0,,São Paulo,SP,Apartamento,3960.05
344,Cliente 344,35.0,M,Porto Alegre,RS,Casa,2673.92
345,Cliente 345,57.0,M,Belo Horizonte,MG,Casa,2575.45
346,Cliente 346,18.0,F,Sao Paulo,SP,Apartamento,3928.33
347,Cliente 347,28.0,M,Rio de Janeiro,RJ,Casa,3689.09
348,Cliente 348,45.0,F,Belo Horizonte,MG,Casa,4666.98
349,Cliente 349,74.0,F,Sao Paulo,SP,Casa,5452.39
350,Cliente 350,42.0,F,Sao Paulo,SP,Casa,2462.88
351,Cliente 351,67.0,M,Porto Alegre,RS,Casa,4791.78
352,Cliente 352,40.0,M,Rio de Janeiro,RJ,Casa,1880.29
353,Cliente 353,48.0,F,Belo Horizonte,MG,KITNET,6610.67
354,Cliente 354,47.0,F,Belo Horizonte,MG,Casa,2320.54
355,Cliente 355,59.0,M,Recife,PE,Casa,4535.95
356,Cliente 356,52.0,F,Rio de janeiro,RJ,Casa,1869.14
357,Cliente 357,24.0,M,Fortaleza,CE,Casa,3271.86
358,Cliente 358,77.0,F,Rio de janeiro,RJ,KITNET,5818.6
359,Cliente 359,33.0,M,Belo Horizonte,MG,Casa,2273.44
360,Cliente 360,43.0,,Porto Alegre,RS,,6806.28
361,Cliente 361,65.0,M,Curitiba,PR,Casa,3492.09
362,Cliente 362,74.0,M,Belo Horizonte,MG,Apartamento,4963.57
363,Cliente 363,69.0,M,São Paulo,SP,Apartamento,4104.42
364,Cliente 364,77.0,M,Sao Paulo,SP,KITNET,4185.56
365,Cliente 365,66.0,F,Salvador,BA,Apartamento,1360.83
366,Cliente 366,19.0,,Belo Horizonte,MG,Apartamento,"2790,72"
367,Cliente 367,18.0,M,São Paulo,SP,Casa,5293.96
368,Cliente 368,65.0,M,São Paulo,SP,Casa,2983.52
369,Cliente 369,79.0,F,Fortaleza,CE,KITNET,3708.25
370,Cliente 370,29.0,F,Rio de Janeiro,RJ,Casa,1178.87
371,Cliente 371,22.0,F,Belo Horizonte,MG,Casa,2693.63
372,Cliente 372,54.0,M,Rio de Janeiro,RJ,Apartamento,5184.56
373,Cliente 373,49.0,M,Curitiba,PR,Casa,1576.06
374,Cliente 374,76.0,F,Porto Alegre,RS,,"4575,62"
375,Cliente 375,72.0,M,Salvador,BA,Apartamento,3766.67
376,Cliente 376,26.0,F,Porto Alegre,RS,Apartamento,3146.07
377,Cliente 377,58.0,M,São Paulo,SP,KITNET,3080.11
378,Cliente 378,,F,Sao Paulo,SP,Casa,2763.46
379,Cliente 379,36.0,M,Sao Paulo,SP,Casa,2897.04
380,Cliente 380,65.0,F,Rio de Janeiro,RJ,Casa,4894.61
381,Cliente 381,33.0,F,Porto Alegre,RS,Casa,2851.93
382,Cliente 382,20.0,F,São Paulo,SP,Apartamento,6211.39
383,Cliente 383,37.0,M,Fortaleza,CE,KITNET,3949.3
384,Cliente 384,41.0,F,Recife,PE,Casa,2635.61
385,Cliente 385,71.0,F,Porto Alegre,RS,Casa,4960.05
386,Cliente 386,73.0,F,Rio de Janeiro,RJ,,4435.84
387,Cliente 387,50.0,F,Salvador,BA,Casa,1018.74
388,Cliente 388,41.0,F,Rio de Janeiro,RJ,Casa,1948.29
389,Cliente 389,69.0,F,São Paulo,SP,Casa,3326.87
390,Cliente 390,28.0,M,Belo Horizonte,MG,KITNET,1124.59
391,Cliente 391,66.0,F,Fortaleza,CE,Apartamento,6635.79
392,Cliente 392,25.0,F,São Paulo,SP,Apartamento,4733.35
393,Cliente 393,53.0,M,Fortaleza,CE,Apartamento,3480.0
394,Cliente 394,55.0,M,Rio de janeiro,RJ,Casa,2985.94
395,Cliente 395,57.0,M,Rio de janeiro,RJ,Casa,2600.5
396,Cliente 396,37.0,F,Sao Paulo,SP,Apartamento,1283.0
