customer_id,ano_mes,valor_fatura,valor_pago,dias_atraso,foi_pago
13,2023-06,49.9,49.9,0,True
13,2023-07,49.9,0.0,0,False
13,2023-08,44.45,44.45,0,True
13,2023-09,49.9,49.9,0,True
13,2023-10,49.9,49.9,0,True
13,2023-11,49.9,49.9,0,True
13,2023-12,49.9,0.0,5,False
13,2024-01,43.88,43.88,0,True
13,2024-02,49.9,49.9,0,True
13,2024-03,49.9,49.9,0,True
13,2024-04,49.9,49.9,5,True
13,2024-05,49.9,49.9,5,True
13,2024-06,49.9,49.9,0,True
13,2024-07,49.9,49.9,10,True
13,2024-08,49.9,49.9,5,True
13,2024-09,49.9,49.9,0,True
13,2024-10,49.9,49.9,10,True
13,2024-11,49.9,49.9,0,True
13,2024-12,49.9,49.9,0,True
14,2023-01,49.9,49.9,0,True
14,2023-02,49.9,49.9,5,True
14,2023-03,49.9,49.9,0,True
14,2023-04,49.9,49.9,0,True
14,2023-05,49.9,0.0,5,False
14,2023-06,49.9,49.9,0,True
14,2023-07,49.9,0.0,0,False
14,2023-08,49.9,49.9,0,True
14,2023-09,41.3,41.3,0,True
14,2023-10,49.9,49.9,0,True
14,2023-11,49.9,49.9,0,True
14,2023-12,49.9,49.9,0,True
14,2024-01,49.9,49.9,10,True
14,2024-02,49.9,49.9,0,True
14,2024-03,49.9,49.9,0,True
14,2024-04,49.9,49.9,0,True
14,2024-05,49.9,49.9,0,True
14,2024-06,49.9,49.9,0,True
14,2024-07,49.9,36.1,0,True
14,2024-08,43.78,43.78,5,True
14,2024-09,49.9,49.9,0,True
14,2024-10,46.73,46.73,5,True
14,2024-11,49.9,49.9,0,True
14,2024-12,49.9,41.76,0,True
15,2023-11,79.9,79.9,0,True
15,2023-12,79.9,79.9,0,True
15,2024-01,79.9,79.9,0,True
15,2024-02,79.9,79.9,0,True
15,2024-03,79.9,79.9,0,True
15,2024-04,79.9,79.9,0,True
15,2024-05,73.15,73.15,0,True
15,2024-06,79.9,79.9,0,True
15,2024-07,79.9,79.9,0,True
15,2024-08,79.9,79.9,0,True
15,2024-09,79.9,79.9,0,True
15,2024-10,79.9,79.9,0,True
15,2024-11,79.9,79.9,0,True
15,2024-12,79.9,79.9,0,True
16,2023-07,109.9,97.65,0,True
16,2023-08,109.9,109.9,0,True
16,2023-09,109.9,109.9,0,True
16,2023-10,109.9,"93,18",10,True
16,2023-11,109.9,109.9,0,True
16,2023-12,109.9,109.9,5,True
16,2024-01,109.9,109.9,0,True
16,2024-02,109.9,109.9,0,True
16,2024-03,101.43,101.43,0,True
16,2024-04,109.9,109.9,0,True
16,2024-05,109.9,109.9,0,True
16,2024-06,109.9,109.9,0,True
16,2024-07,109.9,109.9,0,True
16,2024-08,109.9,109.9,0,True
16,2024-09,109.9,109.9,0,True
16,2024-10,109.9,109.9,0,True
16,2024-11,109.9,109.9,10,True
16,2024-12,109.9,"109,9",0,True
17,2023-03,79.9,79.9,10,True
17,2023-04,79.9,79.9,0,True
17,2023-05,71.54,71.54,0,True
17,2023-06,79.9,79.9,10,True
17,2023-07,79.9,79.9,0,True
17,2023-08,79.9,79.9,0,True
17,2023-09,79.9,79.9,10,True
17,2023-10,79.9,61.24,0,True
17,2023-11,79.9,79.9,0,True
17,2023-12,79.9,79.9,0,True
17,2024-01,79.9,79.9,0,True
17,2024-02,66.58,66.58,0,True
17,2024-03,65.09,42.14,0,True
17,2024-04,79.9,79.9,0,True
17,2024-05,79.9,79.9,0,True
17,2024-06,79.9,79.9,0,True
17,2024-07,79.9,79.9,5,True
17,2024-08,79.9,79.9,0,True
17,2024-09,79.9,79.9,0,True
17,2024-10,79.9,65.65,0,True
17,2024-11,79.9,79.9,0,True
17,2024-12,79.9,79.9,0,True
18,2024-06,79.9,79.9,5,True
18,2024-07,79.9,79.9,0,True
18,2024-08,79.9,79.9,0,True
18,2024-09,73.26,73.26,0,True
18,2024-10,79.9,79.9,0,True
18,2024-11,79.9,79.9,10,True
18,2024-12,79.9,79.9,0,True
19,2023-01,79.9,79.9,0,True
19,2023-02,79.9,79.9,0,True
19,2023-03,68.06,68.06,0,True
19,2023-04,79.9,79.9,10,True
19,2023-05,79.9,79.9,0,True
19,2023-06,79.9,79.9,10,True
19,2023-07,79.9,79.9,0,True
19,2023-08,79.9,79.9,0,True
19,2023-09,79.9,79.9,0,True
19,2023-10,79.9,79.9,15,True
19,2023-11,71.96,71.96,5,True
19,2023-12,79.9,79.9,0,True
19,2024-01,70.4,70.4,0,True
19,2024-02,79.9,79.9,10,True
19,2024-03,79.9,79.9,0,True
19,2024-04,79.9,79.9,5,True
20,2023-10,49.9,49.9,0,True
20,2023-11,"49,9",49.9,0,True
20,2023-12,49.9,49.9,0,True
20,2024-01,49.9,49.9,0,True
20,2024-02,49.9,49.9,5,True
20,2024-03,49.9,49.9,0,True
20,2024-04,49.9,49.9,10,True
21,2023-01,79.9,79.9,0,True
21,2023-02,79.9,79.9,0,True
21,2023-03,79.9,79.9,0,True
21,2023-04,79.9,79.9,10,True
21,2023-05,79.9,79.9,10,True
21,2023-06,79.9,79.9,0,True
21,2023-07,79.9,79.9,0,True
21,2023-08,72.53,72.53,0,True
21,2023-09,79.9,79.9,0,True
21,2023-10,79.9,79.9,0,True
21,2023-11,79.9,79.9,0,True
21,2023-12,79.9,79.9,10,True
21,2024-01,79.9,79.9,5,True
21,2024-02,79.9,79.9,0,True
21,2024-03,79.9,79.9,0,True
21,2024-04,79.9,79.9,0,True
21,2024-05,79.9,79.9,0,True
21,2024-06,68.8,68.8,0,True
21,2024-07,79.9,79.9,0,True
21,2024-08,79.9,79.9,0,True
21,2024-09,79.9,79.9,0,True
21,2024-10,79.9,79.9,0,True
21,2024-11,79.9,79.9,0,True
21,2024-12,79.9,79.9,0,True
22,2023-01,109.9,109.9,0,True
22,2023-02,102.49,102.49,0,True
22,2023-03,109.9,109.9,5,True
22,2023-04,109.9,109.9,10,True
22,2023-05,109.9,109.9,5,True
22,2023-06,89.44,89.44,5,True
22,2023-07,"109,9",109.9,0,True
22,2023-08,109.9,109.9,0,True
22,2023-09,109.9,109.9,0,True
22,2023-10,109.9,109.9,0,True
22,2023-11,109.9,109.9,0,True
22,2023-12,109.9,109.9,0,True
22,2024-01,109.9,109.9,0,True
22,2024-02,109.9,109.9,10,True
22,2024-03,109.9,109.9,0,True
22,2024-04,109.9,109.9,0,True
22,2024-05,109.9,109.9,0,True
22,2024-06,109.9,109.9,0,True
22,2024-07,109.9,109.9,0,True
22,2024-08,109.9,109.9,0,True
22,2024-09,109.9,109.9,0,True
22,2024-10,109.9,109.9,0,True
22,2024-11,109.9,109.9,0,True
22,2024-12,109.9,109.9,10,True
23,2023-09,159.9,159.9,0,True
23,2023-10,159.9,159.9,0,True
23,2023-11,159.9,159.9,0,True
23,2023-12,159.9,159.9,0,True
23,2024-01,159.9,159.9,0,True
23,2024-02,159.9,80.25,0,True
23,2024-03,159.9,159.9,0,True
23,2024-04,159.9,159.9,0,True
23,2024-05,159.9,88.74,0,True
23,2024-06,159.9,159.9,0,True
23,2024-07,129.2,129.2,0,True
23,2024-08,159.9,159.9,0,True
23,2024-09,159.9,159.9,10,True
23,2024-10,159.9,88.93,0,True
23,2024-11,159.9,159.9,0,True
23,2024-12,159.9,159.9,0,True
24,2024-02,109.9,109.9,15,True
24,2024-03,109.9,109.9,0,True
24,2024-04,109.9,109.9,0,True
24,2024-05,"88,06",88.06,0,True
24,2024-06,109.9,109.9,0,True
24,2024-07,95.2,0.0,0,False
24,2024-08,109.9,109.9,0,True
24,2024-09,109.9,0.0,0,False
24,2024-10,109.9,109.9,0,True
24,2024-11,109.9,109.9,0,True
24,2024-12,109.9,109.9,15,True
25,2023-06,109.9,109.9,0,True
25,2023-07,109.9,109.9,0,True
25,2023-08,109.9,109.9,0,True
26,2024-03,109.9,109.9,0,True
26,2024-04,109.9,109.9,0,True
26,2024-05,109.9,66.54,0,True
26,2024-06,109.9,63.22,0,True
26,2024-07,109.9,109.9,0,True
26,2024-08,"109,9","109,9",0,True
26,2024-09,109.9,109.9,0,True
26,2024-10,109.9,109.9,15,True
26,2024-11,109.9,109.9,5,True
26,2024-12,109.9,109.9,0,True
27,2023-08,49.9,49.9,0,True
27,2023-09,49.9,49.9,0,True
27,2023-10,49.9,0.0,0,False
27,2023-11,49.9,49.9,0,True
27,2023-12,49.9,49.9,0,True
27,2024-01,49.9,49.9,0,True
27,2024-02,49.9,49.9,0,True
27,2024-03,49.9,49.9,5,True
27,2024-04,49.9,"49,9",10,True
27,2024-05,49.9,49.9,0,True
27,2024-06,49.9,49.9,0,True
27,2024-07,49.9,49.9,0,True
27,2024-08,49.9,49.9,0,True
27,2024-09,49.9,49.9,0,True
27,2024-10,49.9,49.9,5,True
27,2024-11,49.9,49.9,0,True
27,2024-12,49.9,49.9,0,True
28,2024-06,49.9,49.9,0,True
28,2024-07,46.75,46.75,0,True
28,2024-08,49.9,49.9,10,True
28,2024-09,49.9,49.9,5,True
28,2024-10,49.9,49.9,0,True
28,2024-11,49.9,49.9,0,True
28,2024-12,49.9,49.9,15,True
29,2024-06,79.9,79.9,0,True
29,2024-07,79.9,79.9,0,True
29,2024-08,79.9,79.9,0,True
29,2024-09,79.9,47.89,0,True
29,2024-10,79.9,79.9,0,True
29,2024-11,79.9,79.9,0,True
29,2024-12,79.9,79.9,0,True
30,2024-05,79.9,0.0,5,False
30,2024-06,79.9,79.9,0,True
30,2024-07,79.9,65.51,0,True
30,2024-08,"79,9",79.9,0,True
30,2024-09,79.9,79.9,0,True
30,2024-10,79.9,79.9,0,True
30,2024-11,79.9,79.9,0,True
30,2024-12,79.9,79.9,0,True
31,2023-09,79.9,79.9,0,True
31,2023-10,67.29,67.29,0,True
31,2023-11,79.9,61.27,0,True
31,2023-12,79.9,79.9,0,True
31,2024-01,79.9,53.77,0,True
31,2024-02,79.9,0.0,0,False
31,2024-03,79.9,79.9,0,True
31,2024-04,79.9,79.9,0,True
31,2024-05,79.9,79.9,0,True
31,2024-06,79.9,79.9,0,True
31,2024-07,79.9,79.9,0,True
31,2024-08,79.9,79.9,0,True
31,2024-09,79.9,79.9,0,True
31,2024-10,79.9,79.9,10,True
31,2024-11,73.22,73.22,0,True
31,2024-12,79.9,79.9,0,True
32,2023-01,49.9,49.9,0,True
32,2023-02,49.9,49.9,0,True
32,2023-03,49.9,49.9,0,True
32,2023-04,49.9,49.9,0,True
32,2023-05,49.9,0.0,0,False
32,2023-06,49.9,49.9,0,True
32,2023-07,49.9,49.9,0,True
32,2023-08,49.9,49.9,0,True
32,2023-09,49.9,49.9,5,True
32,2023-10,49.9,49.9,5,True
32,2023-11,49.9,49.9,0,True
32,2023-12,49.9,49.9,0,True
32,2024-01,49.9,49.9,0,True
32,2024-02,49.9,49.9,0,True
32,2024-03,"49,9",49.9,0,True
32,2024-04,"49,9",0.0,0,False
32,2024-05,49.9,49.9,0,True
32,2024-06,49.9,49.9,0,True
32,2024-07,49.9,49.9,0,True
32,2024-08,43.51,43.51,0,True
32,2024-09,49.9,49.9,0,True
32,2024-10,49.9,49.9,0,True
32,2024-11,49.9,49.9,5,True
32,2024-12,49.9,49.9,0,True
33,2024-02,79.9,79.9,0,True
33,2024-03,79.9,79.9,0,True
33,2024-04,79.9,79.9,0,True
33,2024-05,79.9,79.9,0,True
33,2024-06,79.9,79.9,0,True
33,2024-07,79.9,79.9,0,True
33,2024-08,79.9,79.9,0,True
33,2024-09,79.9,79.9,0,True
33,2024-10,79.9,79.9,0,True
33,2024-11,79.9,79.9,0,True
33,2024-12,79.9,79.9,0,True
34,2023-01,109.9,76.18,0,True
34,2023-02,109.9,109.9,0,True
34,2023-03,109.9,109.9,0,True
34,2023-04,109.9,109.9,0,True
34,2023-05,109.9,109.9,0,True
34,2023-06,109.9,109.9,0,True
34,2023-07,109.9,109.9,0,True
34,2023-08,109.9,109.9,0,True
34,2023-09,90.23,90.23,0,True
34,2023-10,109.9,109.9,0,True
34,2023-11,109.9,109.9,15,True
34,2023-12,109.9,109.9,0,True
34,2024-01,109.9,109.9,0,True
34,2024-02,109.9,109.9,0,True
34,2024-03,94.86,94.86,5,True
34,2024-04,109.9,109.9,10,True
34,2024-05,109.9,109.9,0,True
34,2024-06,109.9,109.9,0,True
34,2024-07,109.9,109.9,0,True
34,2024-08,109.9,109.9,0,True
34,2024-09,109.9,109.9,0,True
34,2024-10,109.9,"109,9",0,True
34,2024-11,109.9,109.9,0,True
34,2024-12,109.9,109.9,0,True
35,2023-04,79.9,50.21,0,True
35,2023-05,79.9,79.9,0,True
35,2023-06,79.9,79.9,0,True
35,2023-07,79.9,79.9,0,True
35,2023-08,79.9,79.9,0,True
35,2023-09,79.9,58.6,0,True
35,2023-10,79.9,"79,9",0,True
35,2023-11,79.9,79.9,0,True
35,2023-12,70.6,"70,6",0,True
35,2024-01,79.9,"79,9",0,True
35,2024-02,79.9,79.9,0,True
35,2024-03,79.9,79.9,0,True
35,2024-04,79.9,79.9,10,True
35,2024-05,79.9,79.9,10,True
35,2024-06,79.9,79.9,0,True
35,2024-07,79.9,79.9,0,True
35,2024-08,79.9,79.9,15,True
35,2024-09,73.2,73.2,0,True
35,2024-10,79.9,79.9,0,True
35,2024-11,79.9,79.9,0,True
35,2024-12,79.9,79.9,10,True
36,2023-12,41.14,41.14,5,True
36,2024-01,49.9,49.9,10,True
36,2024-02,49.9,49.9,0,True
36,2024-03,49.9,49.9,0,True
36,2024-04,49.9,49.9,15,True
36,2024-05,49.9,0.0,0,False
36,2024-06,49.9,49.9,0,True
36,2024-07,49.9,49.9,0,True
36,2024-08,49.9,49.9,0,True
36,2024-09,49.9,49.9,0,True
36,2024-10,49.9,49.9,0,True
36,2024-11,49.9,49.9,10,True
36,2024-12,49.9,49.9,0,True
37,2023-01,79.9,"79,9",0,True
37,2023-02,79.9,79.9,0,True
37,2023-03,79.9,79.9,0,True
37,2023-04,79.9,79.9,0,True
37,2023-05,79.9,79.9,0,True
37,2023-06,79.9,79.9,0,True
37,2023-07,79.9,79.9,0,True
37,2023-08,79.9,79.9,0,True
37,2023-09,79.9,79.9,0,True
37,2023-10,79.9,79.9,0,True
37,2023-11,"79,9",0.0,0,False
37,2023-12,79.9,79.9,5,True
37,2024-01,79.9,79.9,0,True
37,2024-02,64.2,64.2,0,True
37,2024-03,79.9,"79,9",10,True
37,2024-04,79.9,79.9,5,True
37,2024-05,79.9,79.9,0,True
37,2024-06,"79,9",79.9,0,True
37,2024-07,70.54,70.54,0,True
37,2024-08,79.9,79.9,0,True
37,2024-09,79.9,79.9,10,True
37,2024-10,79.9,79.9,0,True
37,2024-11,79.9,79.9,5,True
37,2024-12,79.9,79.9,0,True
38,2023-04,49.9,49.9,0,True
38,2023-05,49.9,0.0,0,False
38,2023-06,49.9,49.9,10,True
38,2023-07,49.9,49.9,0,True
38,2023-08,49.9,49.9,0,True
38,2023-09,49.9,49.9,0,True
38,2023-10,47.22,47.22,15,True
38,2023-11,49.9,49.9,0,True
38,2023-12,49.9,0.0,0,False
38,2024-01,49.9,49.9,10,True
38,2024-02,49.9,49.9,5,True
38,2024-03,49.9,"49,9",0,True
38,2024-04,49.9,49.9,0,True
38,2024-05,47.29,47.29,15,True
38,2024-06,49.9,"49,9",5,True
38,2024-07,49.9,49.9,0,True
38,2024-08,49.9,49.9,0,True
38,2024-09,49.9,0.0,0,False
38,2024-10,49.9,49.9,0,True
38,2024-11,49.9,49.9,0,True
38,2024-12,49.9,49.9,5,True
39,2023-10,109.9,0.0,15,False
39,2023-11,109.9,109.9,10,True
39,2023-12,89.51,54.75,0,True
39,2024-01,109.9,109.9,0,True
39,2024-02,109.9,109.9,5,True
39,2024-03,109.9,109.9,0,True
39,2024-04,109.9,109.9,0,True
39,2024-05,109.9,91.55,0,True
39,2024-06,109.9,109.9,10,True
39,2024-07,109.9,0.0,0,False
39,2024-08,109.9,109.9,0,True
39,2024-09,109.9,109.9,0,True
39,2024-10,109.9,109.9,0,True
39,2024-11,109.9,109.9,0,True
39,2024-12,109.9,109.9,0,True
40,2024-05,159.9,159.9,0,True
40,2024-06,159.9,159.9,0,True
40,2024-07,145.74,145.74,0,True
40,2024-08,159.9,"159,9",0,True
40,2024-09,159.9,159.9,0,True
40,2024-10,159.9,159.9,0,True
40,2024-11,159.9,159.9,5,True
40,2024-12,159.9,159.9,0,True
41,2023-10,44.89,44.89,0,True
41,2023-11,49.9,49.9,5,True
41,2023-12,49.9,0.0,0,False
41,2024-01,49.9,38.3,10,True
41,2024-02,49.9,0.0,0,False
41,2024-03,49.9,49.9,0,True
41,2024-04,49.9,49.9,10,True
41,2024-05,49.9,49.9,0,True
41,2024-06,49.9,"49,9",0,True
41,2024-07,43.02,43.02,0,True
41,2024-08,49.9,49.9,10,True
42,2023-11,79.9,79.9,0,True
42,2023-12,"79,9",79.9,0,True
42,2024-01,"79,9",79.9,0,True
42,2024-02,79.9,79.9,0,True
42,2024-03,79.9,79.9,0,True
42,2024-04,79.9,79.9,10,True
42,2024-05,79.9,79.9,0,True
42,2024-06,79.9,54.91,5,True
42,2024-07,68.58,68.58,0,True
42,2024-08,79.9,79.9,0,True
43,2023-01,49.9,49.9,0,True
43,2023-02,49.9,49.9,0,True
43,2023-03,47.38,47.38,0,True
43,2023-04,49.9,49.9,5,True
43,2023-05,49.9,49.9,0,True
43,2023-06,49.9,0.0,0,False
43,2023-07,49.9,49.9,0,True
43,2023-08,49.9,49.9,10,True
43,2023-09,49.9,49.9,5,True
43,2023-10,49.9,49.9,0,True
43,2023-11,46.84,46.84,0,True
43,2023-12,41.5,41.5,0,True
43,2024-01,49.9,0.0,0,False
43,2024-02,49.9,"49,9",0,True
43,2024-03,49.9,49.9,0,True
43,2024-04,49.9,49.9,5,True
43,2024-05,49.9,49.9,0,True
43,2024-06,49.9,49.9,0,True
43,2024-07,49.9,49.9,0,True
43,2024-08,49.9,49.9,10,True
43,2024-09,49.9,49.9,0,True
43,2024-10,49.9,49.9,5,True
43,2024-11,49.9,49.9,0,True
43,2024-12,49.9,49.9,0,True
44,2023-10,49.9,49.9,0,True
44,2023-11,49.9,49.9,5,True
44,2023-12,49.9,49.9,0,True
44,2024-01,41.92,41.92,0,True
44,2024-02,49.9,49.9,0,True
44,2024-03,49.9,49.9,15,True
44,2024-04,49.9,49.9,0,True
44,2024-05,49.9,49.9,5,True
44,2024-06,49.9,0.0,0,False
44,2024-07,49.9,49.9,0,True
44,2024-08,49.9,49.9,0,True
44,2024-09,49.9,49.9,15,True
44,2024-10,49.9,49.9,0,True
44,2024-11,49.9,49.9,0,True
44,2024-12,49.9,49.9,0,True
45,2023-12,109.9,109.9,0,True
45,2024-01,109.9,109.9,0,True
45,2024-02,109.9,109.9,5,True
45,2024-03,109.9,109.9,0,True
45,2024-04,109.9,109.9,0,True
45,2024-05,109.9,109.9,0,True
45,2024-06,109.9,109.9,0,True
45,2024-07,100.06,100.06,0,True
45,2024-08,109.9,109.9,0,True
45,2024-09,109.9,109.9,0,True
45,2024-10,109.9,109.9,0,True
45,2024-11,109.9,109.9,5,True
45,2024-12,109.9,109.9,0,True
46,2024-01,109.9,109.9,5,True
46,2024-02,109.9,109.9,0,True
46,2024-03,109.9,109.9,0,True
46,2024-04,109.9,109.9,0,True
46,2024-05,109.9,109.9,0,True
46,2024-06,109.9,109.9,0,True
46,2024-07,109.9,109.9,0,True
46,2024-08,109.9,109.9,5,True
46,2024-09,109.9,109.9,0,True
46,2024-10,109.9,109.9,5,True
46,2024-11,96.39,96.39,0,True
46,2024-12,101.61,101.61,0,True
47,2023-01,79.9,79.9,0,True
47,2023-02,79.9,79.9,0,True
47,2023-03,79.9,79.9,0,True
47,2023-04,79.9,79.9,0,True
47,2023-05,68.05,68.05,0,True
48,2023-01,74.11,74.11,10,True
48,2023-02,79.9,79.9,0,True
48,2023-03,79.9,79.9,10,True
48,2023-04,79.9,"79,9",0,True
48,2023-05,79.9,79.9,0,True
48,2023-06,79.9,79.9,5,True
48,2023-07,79.9,79.9,5,True
48,2023-08,71.01,71.01,0,True
48,2023-09,79.9,79.9,0,True
48,2023-10,79.9,79.9,0,True
48,2023-11,75.88,75.88,5,True
48,2023-12,79.9,79.9,5,True
48,2024-01,79.9,79.9,0,True
48,2024-02,79.9,79.9,0,True
48,2024-03,79.9,65.11,0,True
48,2024-04,79.9,79.9,0,True
48,2024-05,79.9,79.9,0,True
